transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,customer_type,total_amount
2422,465,2025-01-03,Clothing,Create Clothin,3,191.89,regular,575.67
2423,465,2025-01-02,Books,Stop Book,3,29.95,regular,89.85
2424,466,2025-04-12,Electronics,Just Electronic,2,414.37,occasional,828.74
2425,466,2025-04-16,Books,International Book,2,38.87,occasional,77.74
2426,466,2025-02-23,Electronics,Do Electronic,3,661.8,occasional,1985.4
2427,467,2025-03-19,Books,Record Book,2,16.17,occasional,32.34
2428,467,2024-02-29,Electronics,Herself Electronic,3,949.3,occasional,2847.9
2429,467,2024-02-02,Home & Garden,Soldier Home & Garde,2,171.03,occasional,342.06
2430,468,2025-04-14,Home & Garden,May Home & Garde,2,133.46,regular,266.92
2431,468,2025-06-08,Electronics,Than Electronic,3,538.81,regular,1616.43
2432,468,2025-05-03,Beauty,Range Beaut,1,21.47,regular,21.47
2433,468,2025-01-15,Beauty,Relate Beaut,3,47.18,regular,141.54
2434,469,2024-03-16,Clothing,Effect Clothin,1,101.75,regular,101.75
2435,469,2025-04-04,Sports,Positive Sport,3,205.02,regular,615.06
2436,469,2025-04-14,Electronics,Either Electronic,2,216.66,regular,433.32
2437,469,2025-05-11,Beauty,Rest Beaut,3,10.96,regular,32.88
2438,470,2025-04-03,Electronics,I Electronic,2,903.2,regular,1806.4
2439,470,2025-04-20,Home & Garden,You Home & Garde,1,212.14,regular,212.14
2440,470,2024-01-09,Home & Garden,Establish Home & Garde,1,95.15,regular,95.15
2441,471,2024-12-08,Home & Garden,Fear Home & Garde,1,46.59,regular,46.59
2442,471,2024-05-17,Electronics,Nation Electronic,3,325.37,regular,976.11
2443,471,2025-03-30,Clothing,House Clothin,1,67.2,regular,67.2
2444,471,2024-11-28,Electronics,Movie Electronic,3,796.48,regular,2389.44
2445,472,2025-05-12,Books,Animal Book,1,14.15,regular,14.15
2446,472,2025-05-05,Sports,Reach Sport,1,76.27,regular,76.27
2447,472,2025-04-30,Electronics,My Electronic,2,603.84,regular,1207.68
2448,473,2025-01-12,Beauty,Big Beaut,1,85.12,occasional,85.12
2449,474,2024-04-13,Sports,Spring Sport,3,244.07,frequent,732.21
2450,474,2024-10-18,Home & Garden,Account Home & Garde,2,98.89,frequent,197.78
2451,474,2024-12-02,Books,Develop Book,2,36.03,frequent,72.06
2452,474,2024-12-24,Home & Garden,Staff Home & Garde,2,236.72,frequent,473.44
2453,474,2024-05-06,Electronics,Reveal Electronic,1,715.09,frequent,715.09
2454,474,2024-08-21,Sports,Body Sport,2,224.37,frequent,448.74
2455,474,2024-05-03,Electronics,Them Electronic,1,934.27,frequent,934.27
2456,474,2025-01-09,Electronics,Site Electronic,3,784.14,frequent,2352.42
2457,474,2025-02-15,Clothing,Radio Clothin,1,21.06,frequent,21.06
2458,475,2025-02-13,Beauty,Away Beaut,3,79.09,frequent,237.27
2459,475,2024-12-31,Electronics,Class Electronic,3,200.07,frequent,600.21
2460,475,2023-10-03,Clothing,Series Clothin,1,93.51,frequent,93.51
2461,475,2024-04-14,Books,Begin Book,3,14.43,frequent,43.29
2462,475,2023-11-04,Beauty,Could Beaut,2,82.06,frequent,164.12
2463,475,2025-01-30,Clothing,Open Clothin,3,193.9,frequent,581.7
2464,475,2023-11-02,Books,Term Book,3,29.28,frequent,87.84
2465,475,2024-02-09,Books,Evening Book,3,16.03,frequent,48.09
2466,475,2024-06-01,Beauty,Little Beaut,3,32.28,frequent,96.84
2467,476,2025-03-02,Clothing,Lead Clothin,3,97.52,regular,292.56
2468,476,2024-12-08,Sports,Improve Sport,1,121.32,regular,121.32
2469,476,2025-03-13,Home & Garden,Nor Home & Garde,3,295.36,regular,886.08
2470,476,2024-09-16,Electronics,Service Electronic,2,337.67,regular,675.34
2471,476,2025-02-27,Clothing,Something Clothin,1,55.64,regular,55.64
2472,476,2025-04-02,Electronics,Answer Electronic,2,339.43,regular,678.86
2473,477,2025-01-26,Beauty,Baby Beaut,2,40.29,regular,80.58
2474,477,2024-08-27,Home & Garden,Morning Home & Garde,2,180.62,regular,361.24
2475,477,2024-05-07,Clothing,Stop Clothin,1,142.58,regular,142.58
2476,477,2025-01-20,Electronics,Policy Electronic,3,992.37,regular,2977.11
2477,478,2025-04-13,Sports,Southern Sport,3,31.98,frequent,95.94
2478,478,2025-06-04,Sports,I Sport,3,262.39,frequent,787.17
2479,478,2025-05-02,Books,Recent Book,3,27.63,frequent,82.89
2480,478,2025-04-09,Home & Garden,Close Home & Garde,2,127.15,frequent,254.3
2481,478,2025-05-11,Home & Garden,Century Home & Garde,2,134.64,frequent,269.28
2482,478,2025-05-24,Books,Style Book,3,47.81,frequent,143.43
2483,478,2025-05-27,Books,Offer Book,1,46.93,frequent,46.93
2484,478,2025-04-26,Beauty,Protect Beaut,3,46.73,frequent,140.19
2485,478,2025-04-16,Sports,Research Sport,3,332.69,frequent,998.07
2486,479,2025-04-02,Electronics,Stuff Electronic,3,475.47,regular,1426.41
2487,479,2025-03-21,Clothing,Raise Clothin,1,31.08,regular,31.08
2488,479,2024-05-31,Home & Garden,Activity Home & Garde,1,113.65,regular,113.65
2489,479,2024-09-15,Clothing,One Clothin,3,119.29,regular,357.87
2490,479,2024-01-14,Clothing,Analysis Clothin,3,79.36,regular,238.08
2491,479,2023-10-24,Sports,Pick Sport,2,234.13,regular,468.26
2492,480,2024-03-23,Books,Officer Book,3,14.16,regular,42.48
2493,480,2025-05-01,Home & Garden,Focus Home & Garde,1,148.04,regular,148.04
2494,480,2023-11-10,Electronics,Site Electronic,2,971.91,regular,1943.82
2495,480,2025-03-30,Electronics,Guy Electronic,2,707.97,regular,1415.94
2496,481,2025-02-09,Sports,Western Sport,2,233.02,regular,466.04
2497,481,2025-04-16,Sports,Music Sport,1,313.12,regular,313.12
2498,481,2025-01-29,Books,Create Book,3,34.6,regular,103.8
2499,481,2025-02-10,Beauty,They Beaut,3,79.85,regular,239.55
2500,481,2025-02-15,Home & Garden,Building Home & Garde,2,150.08,regular,300.16
2501,481,2025-02-04,Sports,Successful Sport,1,215.08,regular,215.08
2502,481,2025-04-04,Home & Garden,Arm Home & Garde,3,75.59,regular,226.77
2503,482,2025-02-23,Clothing,Work Clothin,3,37.59,regular,112.77
2504,482,2025-06-01,Sports,Often Sport,1,122.52,regular,122.52
2505,482,2024-05-20,Electronics,Often Electronic,3,677.67,regular,2033.01
2506,482,2023-08-18,Electronics,Remain Electronic,2,136.94,regular,273.88
2507,482,2023-08-14,Clothing,Billion Clothin,1,113.17,regular,113.17
2508,482,2023-11-14,Home & Garden,Partner Home & Garde,1,145.5,regular,145.5
2509,483,2024-08-31,Beauty,Give Beaut,1,55.21,regular,55.21
2510,483,2024-06-21,Clothing,Remain Clothin,3,131.83,regular,395.49
2511,483,2024-12-01,Home & Garden,Black Home & Garde,2,81.9,regular,163.8
2512,483,2024-05-12,Home & Garden,Available Home & Garde,2,124.38,regular,248.76
2513,483,2025-04-15,Books,Friend Book,3,16.45,regular,49.35
2514,484,2024-12-14,Sports,Get Sport,1,183.91,occasional,183.91
2515,484,2025-01-28,Beauty,Follow Beaut,3,18.49,occasional,55.47
2516,485,2025-03-14,Home & Garden,Claim Home & Garde,1,135.84,regular,135.84
2517,485,2025-02-06,Clothing,His Clothin,2,39.04,regular,78.08
2518,485,2025-04-15,Electronics,Later Electronic,2,335.23,regular,670.46
2519,485,2024-10-18,Home & Garden,Form Home & Garde,3,279.31,regular,837.93
2520,485,2024-11-09,Clothing,Do Clothin,1,126.89,regular,126.89
2521,485,2025-03-20,Clothing,Put Clothin,1,118.94,regular,118.94
2522,485,2025-01-01,Home & Garden,Though Home & Garde,2,188.0,regular,376.0
2523,486,2024-07-14,Electronics,Respond Electronic,3,989.43,regular,2968.29
2524,486,2025-01-22,Clothing,Understand Clothin,3,178.55,regular,535.65
2525,486,2024-09-14,Electronics,Like Electronic,1,622.86,regular,622.86
2526,486,2024-07-13,Beauty,Focus Beaut,2,30.13,regular,60.26
2527,486,2024-09-17,Books,Boy Book,2,38.5,regular,77.0
2528,486,2024-04-10,Electronics,Policy Electronic,3,191.79,regular,575.37
2529,487,2024-09-04,Clothing,Fast Clothin,2,71.63,regular,143.26
2530,487,2025-04-27,Home & Garden,Challenge Home & Garde,3,59.54,regular,178.62
2531,487,2025-05-07,Home & Garden,Debate Home & Garde,2,124.47,regular,248.94
2532,488,2024-03-31,Electronics,Various Electronic,3,786.12,occasional,2358.36
2533,488,2024-10-31,Clothing,Short Clothin,2,152.15,occasional,304.3
2534,488,2023-12-11,Books,After Book,1,12.64,occasional,12.64
2535,489,2025-05-10,Home & Garden,Program Home & Garde,3,93.46,regular,280.38
2536,489,2024-11-28,Home & Garden,Party Home & Garde,3,157.19,regular,471.57
2537,489,2025-03-17,Beauty,Specific Beaut,2,69.3,regular,138.6
2538,489,2025-03-19,Sports,What Sport,1,165.13,regular,165.13
2539,489,2024-11-29,Home & Garden,Ever Home & Garde,2,173.74,regular,347.48
2540,489,2025-03-10,Electronics,Notice Electronic,2,251.68,regular,503.36
2541,490,2025-04-20,Electronics,Stage Electronic,3,356.32,occasional,1068.96
2542,490,2025-03-21,Books,Including Book,3,26.39,occasional,79.17
2543,491,2024-10-23,Home & Garden,Sport Home & Garde,3,19.86,regular,59.58
2544,491,2025-02-08,Beauty,Tough Beaut,2,57.85,regular,115.7
2545,491,2024-11-12,Electronics,Majority Electronic,3,451.11,regular,1353.33
2546,492,2024-11-19,Electronics,Believe Electronic,3,854.77,regular,2564.31
2547,492,2024-10-08,Books,Morning Book,1,10.98,regular,10.98
2548,492,2024-05-05,Beauty,Edge Beaut,1,93.1,regular,93.1
2549,493,2025-03-27,Electronics,Sure Electronic,3,294.23,occasional,882.69
2550,494,2025-05-30,Electronics,Return Electronic,1,876.6,frequent,876.6
2551,494,2024-04-05,Home & Garden,My Home & Garde,2,258.13,frequent,516.26
2552,494,2024-03-23,Beauty,Collection Beaut,1,82.61,frequent,82.61
2553,494,2024-04-12,Electronics,Others Electronic,1,117.67,frequent,117.67
2554,494,2024-12-15,Beauty,Child Beaut,2,52.79,frequent,105.58
2555,494,2025-01-23,Clothing,Member Clothin,1,118.4,frequent,118.4
2556,494,2025-05-08,Electronics,Amount Electronic,1,966.96,frequent,966.96
2557,494,2024-05-02,Sports,Method Sport,3,320.23,frequent,960.69
2558,494,2024-05-09,Clothing,Everything Clothin,2,154.91,frequent,309.82
2559,494,2024-07-19,Sports,And Sport,2,264.23,frequent,528.46
2560,494,2024-12-20,Home & Garden,National Home & Garde,3,183.35,frequent,550.05
2561,495,2025-05-26,Sports,Herself Sport,2,235.8,regular,471.6
2562,495,2025-03-12,Sports,Whose Sport,2,76.99,regular,153.98
2563,495,2025-03-21,Books,Any Book,3,26.94,regular,80.82
2564,495,2025-01-20,Beauty,Range Beaut,1,93.48,regular,93.48
2565,495,2025-03-02,Books,Score Book,2,16.0,regular,32.0
2566,496,2025-05-28,Beauty,Property Beaut,3,50.25,regular,150.75
2567,496,2025-04-07,Home & Garden,They Home & Garde,2,216.31,regular,432.62
2568,496,2025-03-06,Clothing,Particular Clothin,3,165.55,regular,496.65
2569,497,2024-12-17,Books,Contain Book,1,20.36,regular,20.36
2570,497,2024-10-14,Beauty,Human Beaut,2,23.62,regular,47.24
2571,497,2024-10-10,Electronics,Ready Electronic,3,748.32,regular,2244.96
2572,497,2025-05-01,Clothing,Bank Clothin,3,93.4,regular,280.2
2573,498,2024-09-17,Sports,However Sport,2,379.17,regular,758.34
2574,498,2025-05-25,Home & Garden,Dog Home & Garde,2,295.95,regular,591.9
2575,498,2024-09-16,Books,Head Book,1,48.19,regular,48.19
2576,498,2025-02-28,Books,Hair Book,3,12.8,regular,38.4
2577,499,2025-04-02,Sports,Meet Sport,3,293.12,occasional,879.36
2578,500,2025-05-04,Home & Garden,According Home & Garde,2,88.42,regular,176.84
2579,500,2025-01-04,Books,Chair Book,3,15.3,regular,45.9
2580,500,2024-12-15,Home & Garden,Drug Home & Garde,3,189.22,regular,567.66
2581,500,2024-08-24,Home & Garden,Question Home & Garde,3,263.17,regular,789.51
2582,500,2024-10-26,Home & Garden,Citizen Home & Garde,1,40.28,regular,40.28
2583,501,2025-05-15,Sports,High Sport,1,30.86,occasional,30.86
2584,501,2025-05-28,Books,Technology Book,3,48.69,occasional,146.07
2585,501,2025-05-13,Electronics,Drug Electronic,3,884.91,occasional,2654.73
2586,502,2024-10-08,Electronics,Give Electronic,2,117.93,regular,235.86
2587,502,2025-02-12,Sports,Meet Sport,3,283.08,regular,849.24
2588,502,2025-01-24,Electronics,Measure Electronic,2,391.12,regular,782.24
2589,502,2024-07-15,Electronics,Color Electronic,3,613.03,regular,1839.09
2590,503,2024-11-24,Books,Item Book,1,37.74,occasional,37.74
2591,504,2025-05-05,Clothing,Animal Clothin,3,63.52,frequent,190.56
2592,504,2025-05-09,Sports,Person Sport,3,223.97,frequent,671.91
2593,504,2025-05-10,Sports,Professional Sport,2,391.62,frequent,783.24
2594,504,2025-05-22,Books,Vote Book,3,47.72,frequent,143.16
2595,504,2025-05-25,Sports,Arrive Sport,1,68.44,frequent,68.44
2596,504,2025-05-10,Home & Garden,Win Home & Garde,3,49.49,frequent,148.47
2597,504,2025-05-11,Electronics,Into Electronic,3,562.07,frequent,1686.21
2598,504,2025-05-25,Beauty,Organization Beaut,1,67.84,frequent,67.84
2599,505,2025-06-07,Clothing,Unit Clothin,1,37.16,regular,37.16
2600,505,2025-06-07,Home & Garden,Recently Home & Garde,2,169.17,regular,338.34
2601,505,2025-06-08,Home & Garden,Your Home & Garde,3,51.77,regular,155.31
2602,506,2024-07-10,Electronics,List Electronic,3,925.56,occasional,2776.68
2603,506,2025-01-16,Electronics,Market Electronic,3,515.12,occasional,1545.36
2604,507,2025-05-31,Beauty,Conference Beaut,3,45.91,occasional,137.73
2605,507,2025-04-20,Beauty,Item Beaut,2,68.47,occasional,136.94
2606,507,2025-05-14,Clothing,Study Clothin,1,197.25,occasional,197.25
2607,508,2025-05-12,Electronics,Speak Electronic,1,758.07,regular,758.07
2608,508,2025-04-15,Sports,Receive Sport,3,303.98,regular,911.94
2609,508,2025-05-07,Sports,Computer Sport,1,201.48,regular,201.48
2610,508,2025-05-21,Beauty,Guess Beaut,1,26.2,regular,26.2
2611,509,2025-05-25,Clothing,Pick Clothin,2,105.5,occasional,211.0
2612,509,2025-03-23,Beauty,Drug Beaut,1,83.79,occasional,83.79
2613,509,2025-02-11,Home & Garden,Cause Home & Garde,3,190.35,occasional,571.05
2614,510,2024-08-14,Electronics,Degree Electronic,3,725.86,regular,2177.58
2615,510,2024-12-31,Sports,Where Sport,2,385.08,regular,770.16
2616,510,2024-12-24,Books,Kind Book,2,42.1,regular,84.2
2617,510,2025-04-11,Sports,Police Sport,3,96.46,regular,289.38
2618,510,2024-08-10,Beauty,Maybe Beaut,2,33.23,regular,66.46
2619,510,2025-05-07,Home & Garden,Plan Home & Garde,2,66.06,regular,132.12
2620,510,2024-07-22,Books,Step Book,3,49.44,regular,148.32
2621,511,2024-12-17,Books,Soldier Book,3,24.97,frequent,74.91
2622,511,2024-07-16,Electronics,Meet Electronic,2,440.8,frequent,881.6
2623,511,2025-02-02,Electronics,Week Electronic,2,625.95,frequent,1251.9
2624,511,2025-01-12,Clothing,Their Clothin,2,154.01,frequent,308.02
2625,511,2024-06-03,Sports,Writer Sport,2,326.08,frequent,652.16
2626,511,2025-03-17,Books,Range Book,2,40.92,frequent,81.84
2627,511,2024-11-10,Home & Garden,Kitchen Home & Garde,2,20.61,frequent,41.22
2628,511,2024-10-18,Clothing,Animal Clothin,3,187.11,frequent,561.33
2629,511,2025-02-16,Home & Garden,Laugh Home & Garde,1,222.95,frequent,222.95
2630,512,2024-04-30,Home & Garden,Suffer Home & Garde,1,62.82,regular,62.82
2631,512,2024-09-10,Books,Specific Book,1,16.39,regular,16.39
2632,512,2024-07-19,Clothing,Perform Clothin,1,66.0,regular,66.0
2633,512,2025-02-26,Books,Whatever Book,2,45.03,regular,90.06
2634,513,2025-02-10,Beauty,Same Beaut,3,72.2,occasional,216.6
2635,513,2024-11-10,Beauty,Large Beaut,1,35.35,occasional,35.35
2636,513,2024-04-05,Beauty,Me Beaut,1,92.29,occasional,92.29
2637,514,2025-01-30,Clothing,Where Clothin,1,96.23,regular,96.23
2638,514,2025-03-23,Books,Federal Book,3,35.14,regular,105.42
2639,514,2024-10-30,Books,Of Book,1,38.71,regular,38.71
2640,514,2024-07-17,Sports,Current Sport,2,243.6,regular,487.2
2641,515,2024-10-19,Books,Six Book,2,20.14,occasional,40.28
2642,516,2025-05-23,Home & Garden,Participant Home & Garde,3,124.34,frequent,373.02
2643,516,2025-05-03,Sports,Nature Sport,2,183.65,frequent,367.3
2644,516,2025-03-25,Books,Real Book,1,49.65,frequent,49.65
2645,516,2025-04-09,Electronics,Summer Electronic,1,355.76,frequent,355.76
2646,516,2025-04-18,Home & Garden,High Home & Garde,2,267.48,frequent,534.96
2647,516,2025-04-02,Electronics,Last Electronic,2,362.66,frequent,725.32
2648,516,2025-05-13,Books,Environment Book,1,13.64,frequent,13.64
2649,516,2025-04-13,Electronics,North Electronic,3,398.45,frequent,1195.35
2650,517,2024-04-19,Books,History Book,1,34.44,occasional,34.44
2651,517,2024-09-02,Home & Garden,Response Home & Garde,3,248.32,occasional,744.96
2652,517,2024-04-01,Books,Democrat Book,1,13.12,occasional,13.12
2653,518,2024-12-05,Home & Garden,Step Home & Garde,1,98.51,regular,98.51
2654,518,2025-01-20,Home & Garden,Country Home & Garde,3,144.38,regular,433.14
2655,518,2024-11-21,Beauty,One Beaut,1,88.88,regular,88.88
2656,518,2024-12-27,Home & Garden,Food Home & Garde,3,199.35,regular,598.05
2657,518,2025-01-26,Sports,Staff Sport,1,267.18,regular,267.18
2658,518,2025-03-07,Clothing,Simply Clothin,1,107.17,regular,107.17
2659,518,2024-09-09,Beauty,Treat Beaut,2,36.66,regular,73.32
2660,519,2025-01-04,Clothing,Small Clothin,3,123.83,regular,371.49
2661,519,2024-06-22,Home & Garden,Stay Home & Garde,2,241.1,regular,482.2
2662,519,2025-01-22,Home & Garden,Color Home & Garde,2,38.45,regular,76.9
2663,519,2024-04-23,Books,Movie Book,3,16.34,regular,49.02
2664,520,2024-11-30,Books,Ground Book,1,39.06,regular,39.06
2665,520,2025-04-06,Books,Positive Book,3,17.35,regular,52.05
2666,520,2025-03-04,Electronics,Seat Electronic,1,314.17,regular,314.17
2667,520,2024-08-12,Sports,Improve Sport,1,392.16,regular,392.16
2668,521,2025-05-23,Home & Garden,Accept Home & Garde,1,77.06,regular,77.06
2669,521,2025-03-12,Home & Garden,Than Home & Garde,3,246.11,regular,738.33
2670,521,2024-05-16,Beauty,With Beaut,2,66.11,regular,132.22
2671,521,2024-12-09,Clothing,Behavior Clothin,3,110.07,regular,330.21
2672,522,2024-03-16,Electronics,Doctor Electronic,3,498.53,regular,1495.59
2673,522,2024-08-11,Sports,Politics Sport,1,281.78,regular,281.78
2674,522,2024-03-04,Sports,If Sport,1,172.79,regular,172.79
2675,522,2025-05-06,Beauty,Institution Beaut,2,99.96,regular,199.92
2676,522,2024-12-05,Electronics,Near Electronic,3,902.7,regular,2708.1
2677,522,2024-07-01,Sports,Picture Sport,2,398.38,regular,796.76
2678,522,2024-03-13,Books,Staff Book,3,15.51,regular,46.53
2679,523,2025-05-12,Clothing,Push Clothin,1,63.16,regular,63.16
2680,523,2025-03-23,Books,Action Book,2,31.78,regular,63.56
2681,523,2025-02-06,Clothing,Realize Clothin,1,84.61,regular,84.61
2682,523,2025-05-29,Beauty,National Beaut,3,72.94,regular,218.82
2683,524,2024-02-28,Clothing,Along Clothin,3,145.84,frequent,437.52
2684,524,2025-01-18,Books,Mrs Book,2,10.43,frequent,20.86
2685,524,2024-07-27,Clothing,Each Clothin,2,72.33,frequent,144.66
2686,524,2024-09-30,Clothing,Represent Clothin,2,83.86,frequent,167.72
2687,524,2023-09-18,Books,Edge Book,1,26.12,frequent,26.12
2688,524,2024-10-26,Home & Garden,Coach Home & Garde,1,35.89,frequent,35.89
2689,524,2023-10-21,Clothing,Fact Clothin,3,183.76,frequent,551.28
2690,524,2025-01-16,Beauty,Head Beaut,2,23.85,frequent,47.7
2691,524,2024-11-05,Sports,Into Sport,2,176.99,frequent,353.98
2692,524,2024-09-11,Sports,National Sport,3,55.48,frequent,166.44
2693,524,2023-09-05,Clothing,Score Clothin,3,79.15,frequent,237.45
2694,525,2025-04-02,Sports,Believe Sport,3,243.82,occasional,731.46
2695,525,2025-05-07,Beauty,She Beaut,3,24.57,occasional,73.71
2696,525,2025-05-27,Electronics,Who Electronic,2,358.62,occasional,717.24
2697,526,2025-01-09,Electronics,Hand Electronic,3,750.58,frequent,2251.74
2698,526,2025-05-26,Clothing,Factor Clothin,3,109.02,frequent,327.06
2699,526,2024-09-01,Sports,Day Sport,3,274.26,frequent,822.78
2700,526,2024-11-23,Beauty,International Beaut,2,14.09,frequent,28.18
2701,526,2025-01-06,Clothing,Every Clothin,2,198.11,frequent,396.22
2702,526,2024-08-14,Books,Move Book,2,20.33,frequent,40.66
2703,526,2024-07-20,Home & Garden,Baby Home & Garde,1,52.89,frequent,52.89
2704,526,2024-12-11,Beauty,Grow Beaut,1,75.5,frequent,75.5
2705,527,2025-05-15,Electronics,Suggest Electronic,1,738.88,regular,738.88
2706,527,2024-10-29,Home & Garden,Even Home & Garde,3,50.43,regular,151.29
2707,527,2025-04-13,Electronics,Tax Electronic,2,738.97,regular,1477.94
2708,527,2025-03-06,Home & Garden,Enough Home & Garde,1,185.1,regular,185.1
2709,527,2025-01-20,Beauty,Huge Beaut,3,79.84,regular,239.52
2710,527,2024-11-21,Books,Speech Book,3,41.23,regular,123.69
2711,528,2024-05-19,Electronics,Group Electronic,1,946.82,occasional,946.82
2712,528,2025-05-20,Beauty,Low Beaut,1,37.27,occasional,37.27
2713,529,2025-02-20,Clothing,Watch Clothin,1,181.28,regular,181.28
2714,529,2025-01-18,Electronics,Ahead Electronic,1,632.29,regular,632.29
2715,529,2024-12-13,Beauty,Evening Beaut,2,37.23,regular,74.46
2716,530,2024-02-18,Electronics,Property Electronic,3,283.68,regular,851.04
2717,530,2025-02-21,Electronics,Discussion Electronic,1,477.61,regular,477.61
2718,530,2024-12-25,Electronics,Drug Electronic,1,99.34,regular,99.34
2719,531,2025-03-20,Home & Garden,Itself Home & Garde,1,216.4,regular,216.4
2720,531,2025-05-22,Electronics,Name Electronic,1,801.39,regular,801.39
2721,531,2024-12-04,Beauty,School Beaut,1,91.55,regular,91.55
2722,531,2025-04-02,Clothing,Energy Clothin,1,68.05,regular,68.05
2723,531,2024-08-27,Sports,Inside Sport,2,312.75,regular,625.5
2724,531,2025-01-29,Home & Garden,Tend Home & Garde,2,24.99,regular,49.98
2725,531,2024-09-18,Sports,Once Sport,3,34.12,regular,102.36
2726,532,2025-05-10,Sports,Maybe Sport,1,85.93,occasional,85.93
2727,532,2024-08-20,Electronics,Discover Electronic,2,624.59,occasional,1249.18
2728,532,2025-04-24,Clothing,Exist Clothin,2,117.38,occasional,234.76
2729,533,2023-12-23,Sports,Skin Sport,1,359.42,regular,359.42
2730,533,2024-11-14,Sports,Where Sport,2,40.24,regular,80.48
2731,533,2023-12-28,Sports,Since Sport,3,232.54,regular,697.62
2732,533,2024-01-03,Sports,Simply Sport,3,283.26,regular,849.78
2733,533,2024-01-31,Home & Garden,Evidence Home & Garde,2,185.79,regular,371.58
2734,534,2024-11-06,Sports,Degree Sport,3,319.17,regular,957.51
2735,534,2025-04-25,Electronics,Think Electronic,3,929.97,regular,2789.91
2736,534,2025-02-25,Sports,Clearly Sport,2,147.69,regular,295.38
2737,535,2025-04-15,Books,Call Book,3,25.27,frequent,75.81
2738,535,2025-05-20,Clothing,Require Clothin,2,61.25,frequent,122.5
2739,535,2025-05-29,Beauty,Mind Beaut,2,22.04,frequent,44.08
2740,535,2025-03-05,Electronics,South Electronic,3,673.02,frequent,2019.06
2741,535,2025-05-04,Beauty,And Beaut,3,28.34,frequent,85.02
2742,535,2025-05-02,Clothing,Hot Clothin,2,65.49,frequent,130.98
2743,535,2025-03-07,Books,Mind Book,3,11.65,frequent,34.95
2744,535,2025-05-14,Books,Upon Book,1,44.03,frequent,44.03
2745,535,2025-05-14,Electronics,Trouble Electronic,2,84.46,frequent,168.92
2746,535,2024-12-11,Clothing,Cover Clothin,2,106.64,frequent,213.28
2747,536,2025-06-02,Sports,Whole Sport,3,88.24,regular,264.72
2748,536,2024-11-03,Home & Garden,Information Home & Garde,2,144.78,regular,289.56
2749,536,2024-06-28,Sports,Part Sport,3,399.29,regular,1197.87
2750,536,2024-05-17,Electronics,Never Electronic,3,614.59,regular,1843.77
2751,536,2025-03-11,Sports,Mean Sport,2,156.5,regular,313.0
2752,536,2025-05-13,Sports,Alone Sport,2,304.06,regular,608.12
2753,537,2024-10-11,Books,Indeed Book,1,16.28,occasional,16.28
2754,538,2025-03-25,Beauty,Stand Beaut,1,79.59,regular,79.59
2755,538,2024-03-18,Home & Garden,Camera Home & Garde,3,105.29,regular,315.87
2756,538,2024-12-27,Home & Garden,Magazine Home & Garde,1,241.17,regular,241.17
2757,539,2024-07-26,Electronics,Across Electronic,2,578.08,frequent,1156.16
2758,539,2024-03-07,Sports,Develop Sport,3,282.74,frequent,848.22
2759,539,2024-08-25,Home & Garden,Blood Home & Garde,1,137.49,frequent,137.49
2760,539,2024-07-31,Home & Garden,Position Home & Garde,1,162.77,frequent,162.77
2761,539,2025-04-05,Electronics,Culture Electronic,1,101.81,frequent,101.81
2762,539,2024-11-11,Clothing,Economic Clothin,3,81.74,frequent,245.22
2763,539,2024-07-05,Home & Garden,Position Home & Garde,2,38.21,frequent,76.42
2764,539,2024-08-08,Electronics,Create Electronic,2,273.7,frequent,547.4
2765,539,2024-10-19,Home & Garden,Develop Home & Garde,2,163.05,frequent,326.1
2766,539,2024-09-12,Books,Soldier Book,3,26.26,frequent,78.78
2767,540,2024-06-26,Books,Too Book,2,26.69,occasional,53.38
2768,540,2024-07-12,Beauty,Little Beaut,2,60.08,occasional,120.16
2769,540,2024-03-12,Books,Catch Book,2,13.32,occasional,26.64
2770,541,2025-05-30,Books,Rich Book,2,45.44,frequent,90.88
2771,541,2024-06-09,Electronics,Black Electronic,1,386.48,frequent,386.48
2772,541,2025-01-28,Sports,Summer Sport,3,285.63,frequent,856.89
2773,541,2024-06-13,Home & Garden,Lay Home & Garde,3,81.16,frequent,243.48
2774,541,2025-04-02,Books,Deal Book,1,32.94,frequent,32.94
2775,541,2024-05-01,Books,Single Book,1,41.72,frequent,41.72
2776,541,2024-05-03,Clothing,Sure Clothin,1,199.42,frequent,199.42
2777,541,2024-02-27,Electronics,Know Electronic,3,807.07,frequent,2421.21
2778,541,2024-10-15,Electronics,Walk Electronic,2,148.49,frequent,296.98
2779,541,2025-03-29,Clothing,Nation Clothin,1,113.27,frequent,113.27
2780,542,2024-10-16,Clothing,Four Clothin,2,127.52,regular,255.04
2781,542,2025-02-20,Sports,First Sport,3,109.21,regular,327.63
2782,542,2024-05-25,Beauty,Town Beaut,3,48.04,regular,144.12
2783,543,2024-09-29,Beauty,Information Beaut,2,46.42,frequent,92.84
2784,543,2023-12-30,Beauty,Common Beaut,3,26.67,frequent,80.01
2785,543,2023-12-08,Beauty,Teach Beaut,2,49.11,frequent,98.22
2786,543,2024-03-30,Clothing,Those Clothin,2,90.17,frequent,180.34
2787,543,2024-11-04,Beauty,Listen Beaut,1,21.79,frequent,21.79
2788,543,2025-01-10,Home & Garden,Ever Home & Garde,2,251.71,frequent,503.42
2789,543,2024-05-31,Beauty,Opportunity Beaut,3,24.32,frequent,72.96
